日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2012-07-11T00:00:00	77.852	77.907	77.759	77.874	77.828	77.881	77.735	77.846	
2012-07-10T23:00:00	77.988	78.020	77.824	77.852	77.958	77.996	77.798	77.828	
2012-07-10T22:00:00	77.960	78.046	77.929	77.988	77.935	78.021	77.904	77.958	
2012-07-10T21:00:00	78.032	78.066	77.857	77.960	78.009	78.038	77.830	77.935	
2012-07-10T20:00:00	78.125	78.164	78.027	78.032	78.098	78.141	78.003	78.009	
2012-07-10T19:00:00	78.009	78.178	77.963	78.125	77.984	78.154	77.937	78.098	
2012-07-10T18:00:00	77.850	78.062	77.843	78.009	77.825	78.039	77.818	77.984	
2012-07-10T17:00:00	77.684	77.937	77.606	77.850	77.657	77.909	77.580	77.825	
2012-07-10T16:00:00	77.888	77.894	77.637	77.684	77.864	77.866	77.609	77.657	
2012-07-10T15:00:00	77.924	77.951	77.776	77.888	77.896	77.926	77.748	77.864	
2012-07-10T14:00:00	77.900	77.928	77.870	77.924	77.871	77.901	77.839	77.896	
2012-07-10T13:00:00	77.863	77.904	77.859	77.900	77.834	77.877	77.832	77.871	
2012-07-10T12:00:00	77.901	77.939	77.850	77.863	77.874	77.910	77.823	77.834	
2012-07-10T11:00:00	78.023	78.052	77.898	77.901	77.992	78.022	77.866	77.874	
2012-07-10T10:00:00	77.930	78.034	77.923	78.023	77.902	78.006	77.894	77.992	
2012-07-10T09:00:00	78.068	78.074	77.925	77.930	78.039	78.048	77.895	77.902	
2012-07-10T08:00:00	78.052	78.106	78.036	78.068	78.023	78.077	78.005	78.039	
2012-07-10T07:00:00	78.089	78.091	78.045	78.052	78.034	78.056	78.007	78.023	
2012-07-10T06:00:00	78.103	78.116	78.064	78.089	78.012	78.073	77.990	78.034	
2012-07-10T05:00:00	78.082	78.127	78.060	78.103	78.055	78.101	78.012	78.012	
2012-07-10T04:00:00	78.048	78.115	78.037	78.082	78.020	78.089	78.011	78.055	
2012-07-10T03:00:00	78.113	78.175	78.027	78.048	78.086	78.155	77.999	78.020	
2012-07-10T02:00:00	78.080	78.168	78.076	78.113	78.053	78.144	78.050	78.086	
2012-07-10T01:00:00	78.029	78.120	78.011	78.080	78.003	78.093	77.984	78.053	
2012-07-10T00:00:00	78.059	78.139	77.988	78.029	78.039	78.113	77.960	78.003	
2012-07-09T23:00:00	77.923	78.073	77.912	78.059	77.898	78.049	77.884	78.039	
2012-07-09T22:00:00	77.953	78.026	77.902	77.923	77.927	78.004	77.876	77.898	
2012-07-09T21:00:00	77.894	77.979	77.894	77.953	77.866	77.958	77.866	77.927	
2012-07-09T20:00:00	78.012	78.017	77.890	77.894	77.987	77.995	77.866	77.866	
2012-07-09T19:00:00	78.037	78.087	77.965	78.012	78.013	78.059	77.940	77.987	
2012-07-09T18:00:00	78.036	78.048	77.959	78.037	78.015	78.027	77.937	78.013	
2012-07-09T17:00:00	78.097	78.103	78.029	78.036	78.069	78.077	78.003	78.015	
2012-07-09T16:00:00	78.204	78.229	78.073	78.097	78.177	78.204	78.047	78.069	
2012-07-09T15:00:00	78.257	78.280	78.154	78.204	78.228	78.256	78.126	78.177	
2012-07-09T14:00:00	78.170	78.317	78.154	78.257	78.141	78.285	78.127	78.228	
2012-07-09T13:00:00	78.166	78.199	78.144	78.170	78.137	78.170	78.113	78.141	
2012-07-09T12:00:00	78.236	78.237	78.126	78.166	78.208	78.208	78.097	78.137	
2012-07-09T11:00:00	78.125	78.272	78.103	78.236	78.097	78.242	78.075	78.208	
2012-07-09T10:00:00	78.015	78.148	78.011	78.125	77.985	78.118	77.981	78.097	
2012-07-09T09:00:00	77.970	78.054	77.946	78.015	77.941	78.024	77.915	77.985	
2012-07-09T08:00:00	78.190	78.193	77.900	77.970	78.162	78.166	77.870	77.941	
2012-07-09T07:00:00	78.059	78.234	78.059	78.190	78.006	78.199	78.006	78.162	
2012-07-09T06:00:00	78.164	78.194	78.019	78.059	78.129	78.129	77.894	78.006	
2012-07-07T05:00:00	78.182	78.268	78.150	78.164	78.156	78.240	78.107	78.129	
2012-07-07T04:00:00	78.081	78.215	78.026	78.182	78.053	78.191	77.998	78.156	
2012-07-07T03:00:00	78.129	78.145	78.042	78.081	78.102	78.121	78.017	78.053	
