日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
129.588	129.511	129.627	129.507	129.563	30.02	29.17	2013-05-08T14:00:00	129.595	
129.637	129.529	129.537	129.566	129.610	129.499	129.511	23.58	34.45	
2013-05-08T13:30:00	129.584	129.637	129.533	129.595	129.557	129.610	129.503	129.566	
33.92	45.44	2013-05-08T13:00:00	129.683	129.700	129.508	129.584	129.654	129.671	
129.481	129.557	45.86	56.73	2013-05-08T12:30:00	129.661	129.702	129.633	129.683	
129.629	129.673	129.608	129.654	56.55	66.57	2013-05-08T12:00:00	129.589	129.688	
129.575	129.661	129.557	129.658	129.544	129.629	67.79	76.99	2013-05-08T11:30:00	
129.704	129.777	129.585	129.589	129.676	129.749	129.553	129.557	75.36	
82.12	2013-05-08T11:00:00	129.757	129.838	129.670	129.704	129.724	129.806	129.640	
129.676	87.82	83.94	2013-05-08T10:30:00	129.635	129.823	129.547	129.757	129.603	
129.793	129.521	129.724	83.19	75.53	2013-05-08T10:00:00	129.314	129.673	129.289	
129.635	129.282	129.643	129.261	129.603	80.82	66.42	2013-05-08T09:30:00	129.394	
129.463	129.278	129.314	129.365	129.436	129.247	129.282	62.58	53.01	
2013-05-08T09:00:00	129.187	129.433	129.175	129.394	129.155	129.403	129.143	129.365	
55.86	42.70	2013-05-08T08:30:00	129.242	129.248	129.113	129.187	129.213	129.223	
129.086	129.155	40.60	33.96	2013-05-08T08:00:00	129.207	129.268	129.181	129.242	
129.175	129.241	129.152	129.213	31.63	28.56	2013-05-08T07:30:00	129.362	129.371	
128.999	129.207	129.330	129.339	128.976	129.175	29.66	26.72	2013-05-08T07:00:00	
129.458	129.480	129.339	129.362	129.413	129.444	129.307	129.330	24.39	
23.94	2013-05-08T06:30:00	129.483	129.493	129.381	129.458	129.434	129.446	129.330	
129.413	26.10	22.05	2013-05-08T06:00:00	129.507	129.550	129.453	129.483	129.455	
129.487	129.400	129.434	21.33	21.34	2013-05-08T05:30:00	129.507	129.538	129.471	
129.507	129.475	129.509	129.434	129.455	18.70	23.24	2013-05-08T05:00:00	129.491	
129.541	129.453	129.507	129.459	129.513	129.425	129.475	23.99	32.47	
2013-05-08T04:30:00	129.559	129.564	129.460	129.491	129.527	129.535	129.430	129.459	
27.04	46.23	2013-05-08T04:00:00	129.545	129.590	129.511	129.559	129.515	129.558	
129.479	129.527	46.39	60.27	2013-05-08T03:30:00	129.605	129.639	129.511	129.545	
129.575	129.609	129.485	129.515	65.26	66.27	2013-05-08T03:00:00	129.644	129.644	
129.536	129.605	129.616	129.616	129.504	129.575	69.16	59.59	2013-05-08T02:30:00	
129.579	129.673	129.552	129.644	129.548	129.643	129.520	129.616	64.38	
49.39	2013-05-08T02:00:00	129.573	129.618	129.502	129.579	129.545	129.588	129.472	
129.548	45.21	37.35	2013-05-08T01:30:00	129.537	129.597	129.477	129.573	129.509	
129.566	129.445	129.545	38.58	32.24	2013-05-08T01:00:00	129.550	129.563	129.435	
129.537	129.519	129.534	129.403	129.509	28.24	28.21	2013-05-08T00:30:00	129.562	
129.666	129.485	129.550	129.532	129.637	129.459	129.519	29.90	25.41	
2013-05-08T00:00:00	129.655	129.742	129.542	129.562	129.628	129.711	129.510	129.532	
26.48	23.31	2013-05-07T23:30:00	129.477	129.659	129.348	129.655	129.446	129.634	
129.322	129.628	19.85	24.55	2013-05-07T23:00:00	129.928	130.029	129.316	129.477	
129.897	130.000	129.286	129.446	23.59	33.33	2013-05-07T22:30:00	130.171	130.173	
129.903	129.928	130.141	130.143	129.874	129.897	30.21	43.32	2013-05-07T22:00:00	
130.126	130.252	130.112	130.171	130.098	130.221	130.080	130.141	46.18	
56.23	2013-05-07T21:30:00	130.064	130.261	130.060	130.126	130.034	130.231	130.031	
130.098	53.55	67.48	2013-05-07T21:00:00	130.127	130.162	129.978	130.064	130.098	
130.130	129.949	130.034	68.95	78.75	2013-05-07T20:30:00	130.234	130.251	130.063	
130.127	130.211	130.222	130.031	130.098	79.95	84.27	2013-05-07T20:00:00	130.232	
130.384	130.204	130.234	130.204	130.354	130.176	130.211	87.36	84.93	
2013-05-07T19:30:00	130.214	130.329	130.173	130.232	130.183	130.304	130.141	130.204	
85.49	80.50	2013-05-07T19:00:00	129.684	130.273	129.684	130.214	129.654	130.243	
129.653	130.183	81.95	78.80	2013-05-07T18:30:00	129.638	129.698	129.546	129.684	
129.611	129.669	129.514	129.654	74.07	76.85	2013-05-07T18:00:00	129.609	129.692	
129.557	129.638	129.580	129.662	129.525	129.611	80.39	76.24	2013-05-07T17:30:00	
129.708	129.720	129.591	129.609	129.681	129.689	129.560	129.580	76.08	
64.64	2013-05-07T17:00:00	129.649	129.725	129.575	129.708	129.620	129.695	129.546	
129.681	72.26	48.56	2013-05-07T16:30:00	129.619	129.680	129.573	129.649	129.592	
129.654	129.543	129.620	45.59	32.53	2013-05-07T16:00:00	129.428	129.678	129.364	
129.619	129.396	129.648	129.334	129.592	27.84	32.38	2013-05-07T15:30:00	129.397	
129.533	129.377	129.428	129.368	129.502	129.348	129.396	24.15	45.44	
2013-05-07T15:00:00	129.637	129.708	129.347	129.397	129.608	129.678	129.317	129.368	
45.15	65.24	2013-05-07T14:30:00	129.735	129.818	129.624	129.637	129.706	129.792	
129.598	129.608	67.01	78.31	2013-05-07T14:00:00	129.661	129.829	129.627	129.735	
129.629	129.802	129.597	129.706	83.57	80.83	2013-05-07T13:30:00	129.651	129.748	
129.569	129.661	129.622	129.720	129.537	129.629	84.35	70.70	2013-05-07T13:00:00	
129.559	129.668	129.528	129.651	129.529	129.637	129.498	129.622	74.55	
55.30	2013-05-07T12:30:00	129.481	129.608	129.477	129.559	129.449	129.579	129.445	
129.529	53.20	40.91	2013-05-07T12:00:00	129.423	129.485	129.366	129.481	129.394	
129.455	129.339	129.449	38.14	32.39	2013-05-07T11:30:00	129.490	129.530	129.403	
129.423	129.463	129.501	129.372	129.394	31.40	28.32	2013-05-07T11:00:00	129.441	
129.533	129.346	129.490	129.410	129.507	129.316	129.463	27.63	26.61	
2013-05-07T10:30:00	129.397	129.482	129.339	129.441	129.365	129.452	129.307	129.410	
25.94	28.65	2013-05-07T10:00:00	129.744	129.747	129.247	129.397	129.713	129.717	
129.214	129.365	26.25	33.91	2013-05-07T09:30:00	129.805	129.820	129.624	129.744	
129.775	129.790	129.595	129.713	33.75	43.28	2013-05-07T09:00:00	129.910	129.923	
129.727	129.805	129.885	129.897	129.696	129.775	41.73	52.95	2013-05-07T08:30:00	
129.931	129.983	129.862	129.910	129.904	129.954	129.833	129.885	54.37	
57.61	2013-05-07T08:00:00	129.952	130.000	129.901	129.931	129.922	129.971	129.873	
129.904	62.76	53.36	2013-05-07T07:30:00	129.957	129.967	129.902	129.952	129.926	
129.935	129.870	129.922	55.69	40.26	2013-05-07T07:00:00	129.887	130.009	129.878	
129.957	129.849	129.984	129.849	129.926	41.63	26.39	2013-05-07T06:30:00	129.897	
129.930	129.842	129.887	129.850	129.882	129.812	129.849	23.46	15.07	
2013-05-07T06:00:00	129.909	129.967	129.893	129.897	129.858	129.918	129.805	129.850	
14.07	12.02	2013-05-07T05:30:00	129.881	129.934	129.879	129.909	129.847	129.891	
129.841	129.858	7.66	19.20	2013-05-07T05:00:00	129.909	129.969	129.867	129.881	
129.875	129.934	129.833	129.847	14.32	37.23	2013-05-07T04:30:00	129.942	129.962	
129.897	129.909	129.907	129.934	129.867	129.875	35.61	60.09	2013-05-07T04:00:00	
130.016	130.025	129.899	129.942	129.989	129.999	129.872	129.907	61.77	
78.68	2013-05-07T03:30:00	130.050	130.056	129.961	130.016	130.020	130.024	129.928	
129.989	82.90	89.12	2013-05-07T03:00:00	130.055	130.098	130.033	130.050	130.024	
130.069	129.999	130.020	91.38	86.22	2013-05-07T02:30:00	130.009	130.065	129.964	
130.055	129.976	130.034	129.933	130.024	93.08	73.63	2013-05-07T02:00:00	129.894	
130.022	129.863	130.009	129.861	129.995	129.827	129.976	74.20	53.99	
2013-05-07T01:30:00	129.875	129.930	129.841	129.894	129.844	129.899	129.804	129.861	
53.60	36.59	2013-05-07T01:00:00	129.835	129.910	129.817	129.875	129.804	129.877	
129.790	129.844	34.18	23.55	2013-05-07T00:30:00	129.811	129.924	129.782	129.835	
129.778	129.895	129.753	129.804	21.99	18.99	2013-05-07T00:00:00	129.689	129.837	
129.624	129.811	129.653	129.804	129.594	129.778	14.48	24.21	2013-05-06T23:30:00	
129.878	129.904	129.666	129.689	129.846	129.872	129.634	129.653	20.52	
35.31	2013-05-06T23:00:00	130.095	130.249	129.831	129.878	130.064	130.222	129.800	
129.846	37.65	48.09	2013-05-06T22:30:00	130.074	130.183	130.035	130.095	130.044	
130.152	130.007	130.064	47.75	55.30	2013-05-06T22:00:00	130.032	130.107	129.983	
130.074	130.002	130.079	129.954	130.044	58.86	59.76	2013-05-06T21:30:00	130.169	
130.196	130.026	130.032	130.137	130.169	129.996	130.002	59.28	51.62	
2013-05-06T21:00:00	130.088	130.216	130.088	130.169	130.058	130.186	130.056	130.137	
61.14	38.17	2013-05-06T20:30:00	130.107	130.155	130.068	130.088	130.077	130.125	
130.037	130.058	34.43	23.18	2013-05-06T20:00:00	129.930	130.121	129.904	130.107	
129.901	130.093	129.873	130.077	18.94	17.13	2013-05-06T19:30:00	130.121	130.175	
129.928	129.930	130.089	130.147	129.898	129.901	16.18	21.76	2013-05-06T19:00:00	
130.220	130.228	130.108	130.121	130.188	130.200	130.078	130.089	16.27	
33.24	2013-05-06T18:30:00	130.090	130.234	130.088	130.220	130.060	130.204	130.057	
130.188	32.81	55.11	2013-05-06T18:00:00	130.272	130.339	130.086	130.090	130.240	
130.309	130.057	130.060	50.65	72.47	2013-05-06T17:30:00	130.395	130.418	130.194	
130.272	130.364	130.388	130.168	130.240	81.86	83.81	2013-05-06T17:00:00	130.366	
130.428	130.302	130.395	130.335	130.397	130.272	130.364	84.88	81.73	
2013-05-06T16:30:00	130.201	130.385	130.134	130.366	130.169	130.356	130.104	130.335	
84.69	74.65	2013-05-06T16:00:00	130.198	130.289	130.154	130.201	130.167	130.261	
130.128	130.169	75.60	62.54	2013-05-06T15:30:00	130.140	130.205	130.044	130.198	
130.110	130.178	130.014	130.167	63.65	52.72	2013-05-06T15:00:00	130.014	130.215	
130.010	130.140	129.984	130.185	129.981	130.110	48.36	45.92	2013-05-06T14:30:00	
130.024	130.062	129.997	130.014	129.998	130.031	129.973	129.984	46.15	
44.10	2013-05-06T14:00:00	130.048	130.064	130.009	130.024	130.016	130.038	129.977	
129.998	43.25	38.98	2013-05-06T13:30:00	130.013	130.060	130.010	130.048	129.983	
130.030	129.978	130.016	42.92	35.00	2013-05-06T13:00:00	130.058	130.063	129.986	
130.013	130.026	130.034	129.956	129.983	30.77	30.57	2013-05-06T12:30:00	130.038	
130.068	130.013	130.058	130.013	130.043	129.983	130.026	31.32	31.45	
2013-05-06T12:00:00	130.043	130.075	130.014	130.038	130.015	130.048	129.985	130.013	
29.63	35.25	2013-05-06T11:30:00	130.073	130.084	130.024	130.043	130.045	130.055	
129.992	130.015	33.41	45.57	2013-05-06T11:00:00	130.073	130.101	129.995	130.073	
130.041	130.071	129.963	130.045	42.70	55.16	2013-05-06T10:30:00	130.108	130.134	
130.048	130.073	130.076	130.104	130.018	130.041	60.58	61.40	2013-05-06T10:00:00	
130.147	130.200	130.091	130.108	130.122	130.170	130.061	130.076	62.20	
58.36	2013-05-06T09:30:00	130.044	130.161	130.012	130.147	130.020	130.133	129.988	
130.122	61.40	56.74	2013-05-06T09:00:00	130.071	130.114	130.002	130.044	130.040	
130.086	129.970	130.020	51.48	57.94	2013-05-06T08:30:00	130.099	130.149	130.057	
130.071	130.073	130.119	130.025	130.040	57.33	62.93	2013-05-06T08:00:00	130.043	
130.130	130.015	130.099	130.012	130.107	129.992	130.073	65.00	68.54	
2013-05-06T07:30:00	130.086	130.086	130.014	130.043	130.054	130.054	129.981	130.012	
66.46	74.54	2013-05-06T07:00:00	130.089	130.103	129.990	130.086	130.035	130.072	
129.953	130.054	74.17	75.53	2013-05-06T06:30:00	130.170	130.185	130.048	130.089	
130.079	130.125	130.001	130.035	82.98	70.11	2013-05-06T06:00:00	130.236	130.283	
130.086	130.170	130.130	130.142	129.996	130.079	69.43	55.83	2013-05-06T05:30:00	
129.928	130.252	129.928	130.236	129.833	130.130	129.833	130.130	57.93	
44.98	2013-05-04T05:30:00	129.950	129.981	129.880	129.928	129.888	129.915	129.809	
129.833	40.13	33.84	2013-05-04T05:00:00	129.925	129.954	129.882	129.950	129.888	
129.901	129.842	129.888	36.87	31.69	2013-05-04T04:30:00	129.842	129.969	129.839	
129.925	129.811	129.940	129.809	129.888	24.52	31.95	2013-05-04T04:00:00	129.841	
129.907	129.794	129.842	129.816	129.877	129.765	129.811	33.67	41.76	
2013-05-04T03:30:00	130.035	130.047	129.825	129.841	129.999	130.015	129.793	129.816	
37.67	43.87	2013-05-04T03:00:00	129.935	130.064	129.916	130.035	129.907	130.029	
129.884	129.999	53.95	47.22	2013-05-04T02:30:00	129.934	129.968	129.909	129.935	
129.902	129.937	129.876	129.907	40.00	44.11	2013-05-04T02:00:00	129.918	129.976	
129.901	129.934	129.884	129.944	129.869	129.902	47.72	48.26	2013-05-04T01:30:00	
130.063	130.066	129.894	129.918	130.031	130.034	129.865	129.884	44.60	
51.25	2013-05-04T01:00:00	129.950	130.076	129.923	130.063	129.921	130.046	129.886	
130.031	52.45	59.92	2013-05-04T00:30:00	129.885	130.060	129.881	129.950	129.858	
130.028	129.849	129.921	56.69	69.64	2013-05-04T00:00:00	129.796	129.938	129.732	
129.885	129.775	129.905	129.700	129.858	70.63	81.47	2013-05-03T23:30:00	130.184	
130.302	129.755	129.796	130.154	130.272	129.724	129.775	81.60	87.33	
2013-05-03T23:00:00	130.032	130.354	129.870	130.184	129.968	130.329	129.826	130.154	
92.18	88.54	2013-05-03T22:30:00	129.568	130.197	129.565	130.032	129.537	130.176	
129.529	129.968	88.19	79.71	2013-05-03T22:00:00	129.300	129.602	129.295	129.568	
129.273	129.573	129.265	129.537	85.24	68.09	2013-05-03T21:30:00	129.005	129.559	
129.002	129.300	128.869	129.522	128.731	129.273	65.70	50.60	2013-05-03T21:00:00	
128.574	129.010	128.451	129.005	128.542	129.002	128.421	128.869	53.32	
38.45	2013-05-03T20:30:00	128.727	128.781	128.376	128.574	128.697	128.752	128.344	
128.542	32.78	33.97	2013-05-03T20:00:00	128.709	128.757	128.590	128.727	128.683	
128.727	128.561	128.697	29.25	43.42	2013-05-03T19:30:00	128.743	128.875	128.663	
128.709	128.711	128.846	128.633	128.683	39.89	61.22	2013-05-03T19:00:00	128.812	
128.858	128.697	128.743	128.781	128.829	128.666	128.711	61.14	76.90	
2013-05-03T18:30:00	128.837	128.885	128.780	128.812	128.806	128.859	128.751	128.781	
82.64	86.65	2013-05-03T18:00:00	128.877	128.915	128.740	128.837	128.847	128.887	
128.710	128.806	86.93	88.12	2013-05-03T17:30:00	128.752	128.938	128.709	128.877	
128.729	128.908	128.681	128.847	90.36	87.80	2013-05-03T17:00:00	128.726	128.857	
128.666	128.752	128.695	128.832	128.635	128.729	87.05	82.24	2013-05-03T16:30:00	
128.483	128.775	128.457	128.726	128.455	128.748	128.426	128.695	85.99	
74.78	2013-05-03T16:00:00	128.489	128.533	128.374	128.483	128.459	128.504	128.344	
128.455	73.70	62.30	2013-05-03T15:30:00	128.159	128.568	128.138	128.489	128.127	
128.542	128.109	128.459	64.66	49.85	2013-05-03T15:00:00	128.123	128.223	128.095	
128.159	128.096	128.194	128.068	128.127	48.55	37.94	2013-05-03T14:30:00	128.108	
128.158	128.102	128.123	128.079	128.130	128.071	128.096	36.34	29.39	
2013-05-03T14:00:00	128.098	128.144	128.078	128.108	128.067	128.114	128.047	128.079	
28.94	27.49	2013-05-03T13:30:00	128.129	128.149	128.074	128.098	128.097	128.120	
128.044	128.067	22.90	28.78	2013-05-03T13:00:00	128.103	128.153	128.103	128.129	
128.073	128.124	128.073	128.097	30.63	37.26	2013-05-03T12:30:00	128.141	128.164	
128.095	128.103	128.110	128.138	128.067	128.073	32.80	48.02	2013-05-03T12:00:00	
128.130	128.169	128.112	128.141	128.100	128.144	128.084	128.110	48.35	
63.89	2013-05-03T11:30:00	128.131	128.194	128.106	128.130	128.103	128.167	128.085	
128.100	62.92	78.16	2013-05-03T11:00:00	128.152	128.224	128.083	128.131	128.122	
128.196	128.048	128.103	80.41	87.50	2013-05-03T10:30:00	128.132	128.185	128.119	
128.152	128.100	128.159	128.088	128.122	91.16	86.57	2013-05-03T10:00:00	128.137	
128.147	128.094	128.132	128.107	128.117	128.062	128.100	90.94	79.26	
2013-05-03T09:30:00	128.113	128.148	128.069	128.137	128.081	128.117	128.037	128.107	
77.62	72.29	2013-05-03T09:00:00	127.995	128.147	127.970	128.113	127.960	128.117	
127.941	128.081	69.23	67.82	2013-05-03T08:30:00	128.029	128.063	127.932	127.995	
127.999	128.036	127.902	127.960	70.02	60.48	2013-05-03T08:00:00	128.048	128.091	
127.998	128.029	128.015	128.061	127.965	127.999	64.23	49.27	2013-05-03T07:30:00	
127.953	128.065	127.910	128.048	127.923	128.038	127.880	128.015	47.20	
41.62	2013-05-03T07:00:00	127.933	127.999	127.910	127.953	127.891	127.968	127.878	
127.923	36.39	45.63	2013-05-03T06:30:00	128.000	128.014	127.900	127.933	127.931	
127.950	127.850	127.891	41.26	55.31	2013-05-03T06:00:00	127.984	128.120	127.929	
128.000	127.932	128.018	127.852	127.931	59.24	62.87	2013-05-03T05:30:00	128.068	
128.068	127.946	127.984	128.037	128.039	127.909	127.932	65.43	56.41	
2013-05-03T05:00:00	128.066	128.087	127.980	128.068	128.037	128.060	127.948	128.037	
63.92	47.54	2013-05-03T04:30:00	127.965	128.070	127.945	128.066	127.935	128.044	
127.915	128.037	39.87	43.15	2013-05-03T04:00:00	127.933	128.003	127.805	127.965	
127.905	127.976	127.774	127.935	38.81	55.78	2013-05-03T03:30:00	128.094	128.124	
127.929	127.933	128.062	128.094	127.902	127.905	50.78	69.32	2013-05-03T03:00:00	
128.116	128.161	128.041	128.094	128.087	128.132	128.013	128.062	77.74	
72.95	2013-05-03T02:30:00	128.123	128.150	128.021	128.116	128.094	128.120	127.992	
128.087	79.44	66.51	2013-05-03T02:00:00	128.130	128.160	128.029	128.123	128.098	
128.133	127.999	128.094	61.67	54.23	2013-05-03T01:30:00	127.977	128.157	127.945	
128.130	127.946	128.129	127.914	128.098	58.43	47.68	2013-05-03T01:00:00	128.018	
128.047	127.922	127.977	127.987	128.020	127.894	127.946	42.58	36.22	
2013-05-03T00:30:00	128.016	128.087	127.970	128.018	127.987	128.058	127.945	127.987	
42.01	29.04	2013-05-03T00:00:00	128.136	128.170	127.889	128.016	128.110	128.145	
127.859	127.987	24.06	20.10	2013-05-02T23:30:00	127.970	128.203	127.897	128.136	
127.938	128.176	127.867	128.110	21.03	22.93	2013-05-02T23:00:00	127.973	128.163	
127.950	127.970	127.942	128.133	127.922	127.938	15.20	34.63	2013-05-02T22:30:00	
127.773	128.158	127.519	127.973	127.739	128.128	127.490	127.942	32.56	
57.30	2013-05-02T22:00:00	129.237	129.303	127.712	127.773	129.209	129.274	127.685	
127.739	56.12	69.70	2013-05-02T21:30:00	129.220	129.936	129.051	129.237	129.188	
129.899	129.023	129.209	83.22	72.53	2013-05-02T21:00:00	128.500	129.402	128.500	
129.220	128.470	129.382	128.470	129.188	69.75	61.66	2013-05-02T20:30:00	128.077	
128.601	127.630	128.500	128.047	128.578	127.545	128.470	64.61	59.09	
2013-05-02T20:00:00	128.218	128.252	128.052	128.077	128.190	128.228	128.021	128.047	
50.62	57.67	2013-05-02T19:30:00	128.046	128.303	128.031	128.218	128.018	128.275	
128.003	128.190	62.03	64.40	2013-05-02T19:00:00	128.055	128.077	127.996	128.046	
128.025	128.049	127.966	128.018	60.35	66.60	2013-05-02T18:30:00	128.058	128.100	
127.980	128.055	128.031	128.071	127.948	128.025	70.82	66.97	2013-05-02T18:00:00	
128.102	128.116	128.010	128.058	128.072	128.086	127.978	128.031	68.62	
56.59	2013-05-02T17:30:00	128.054	128.185	128.001	128.102	128.026	128.158	127.976	
128.072	61.47	43.44	2013-05-02T17:00:00	128.005	128.092	127.919	128.054	127.976	
128.063	127.891	128.026	39.68	31.08	2013-05-02T16:30:00	127.841	128.061	127.814	
128.005	127.814	128.034	127.783	127.976	29.16	30.67	2013-05-02T16:00:00	127.979	
128.055	127.781	127.841	127.951	128.025	127.749	127.814	24.41	30.85	
2013-05-02T15:30:00	128.013	128.109	127.882	127.979	127.990	128.078	127.852	127.951	
38.43	30.11	2013-05-02T15:00:00	128.117	128.255	127.952	128.013	128.089	128.227	
127.923	127.990	29.71	21.75	2013-05-02T14:30:00	127.918	128.136	127.901	128.117	
127.890	128.109	127.872	128.089	22.20	16.27	2013-05-02T14:00:00	128.129	128.170	
127.918	127.918	128.100	128.139	127.889	127.890	13.34	17.96	2013-05-02T13:30:00	
128.172	128.198	128.103	128.129	128.148	128.168	128.073	128.100	13.26	
28.33	2013-05-02T13:00:00	128.171	128.198	128.103	128.172	128.141	128.169	128.073	
128.148	27.27	47.66	2013-05-02T12:30:00	128.276	128.290	128.171	128.171	128.246	
128.262	128.141	128.141	44.47	64.95	2013-05-02T12:00:00	128.323	128.333	128.227	
128.276	128.292	128.303	128.198	128.246	71.25	75.31	2013-05-02T11:30:00	128.315	
128.355	128.208	128.323	128.285	128.325	128.179	128.292	79.14	74.11	
2013-05-02T11:00:00	128.295	128.360	128.242	128.315	128.267	128.331	128.213	128.285	
75.55	65.61	2013-05-02T10:30:00	128.269	128.350	128.203	128.295	128.237	128.322	
128.171	128.267	67.66	52.11	2013-05-02T10:00:00	128.159	128.405	128.132	128.269	
128.129	128.375	128.102	128.237	53.64	36.58	2013-05-02T09:30:00	128.081	128.192	
127.976	128.159	128.050	128.162	127.946	128.129	35.04	25.04	2013-05-02T09:00:00	
128.041	128.146	127.948	128.081	128.013	128.115	127.917	128.050	21.05	
20.82	2013-05-02T08:30:00	128.222	128.223	127.989	128.041	128.193	128.193	127.957	
128.013	19.03	23.97	2013-05-02T08:00:00	128.261	128.282	128.205	128.222	128.229	
128.252	128.174	128.193	22.39	28.76	2013-05-02T07:30:00	128.247	128.323	128.199	
128.261	128.218	128.291	128.170	128.229	30.49	33.15	2013-05-02T07:00:00	128.282	
128.332	128.186	128.247	128.244	128.304	128.154	128.218	33.40	34.56	
2013-05-02T06:30:00	128.382	128.391	128.264	128.282	128.336	128.355	128.208	128.244	
35.56	35.46	2013-05-02T06:00:00	128.393	128.508	128.339	128.382	128.341	128.419	
128.291	128.336	34.72	35.05	2013-05-02T05:30:00	128.343	128.417	128.327	128.393	
128.311	128.368	128.298	128.341	36.10	39.95	2013-05-02T05:00:00	128.377	128.426	
128.292	128.343	128.348	128.396	128.261	128.311	34.34	49.63	2013-05-02T04:30:00	
128.252	128.393	128.164	128.377	128.223	128.361	128.132	128.348	49.41	
58.44	2013-05-02T04:00:00	128.697	128.712	128.239	128.252	128.669	128.683	128.208	
128.223	65.14	56.61	2013-05-02T03:30:00	128.644	128.842	128.543	128.697	128.613	
128.814	128.512	128.669	60.76	44.75	2013-05-02T03:00:00	128.256	128.726	128.084	
128.644	128.204	128.691	128.022	128.613	43.94	38.61	2013-05-02T02:30:00	128.328	
128.341	128.197	128.256	128.296	128.310	128.168	128.204	29.57	39.64	
2013-05-02T02:00:00	128.339	128.377	128.287	128.328	128.309	128.347	128.256	128.296	
42.32	47.05	2013-05-02T01:30:00	128.382	128.415	128.301	128.339	128.355	128.387	
128.277	128.309	47.02	50.75	2013-05-02T01:00:00	128.355	128.430	128.266	128.382	
128.325	128.400	128.234	128.355	51.79	49.74	2013-05-02T00:30:00	128.439	128.487	
128.242	128.355	128.407	128.462	128.212	128.325	53.44	41.80	2013-05-02T00:00:00	
128.446	128.509	128.386	128.439	128.417	128.481	128.356	128.407	44.00	
29.53	2013-05-01T23:30:00	128.229	128.532	128.179	128.446	128.197	128.504	128.148	
128.417	27.97	23.36	2013-05-01T23:00:00	128.412	128.672	128.091	128.229	128.362	
128.641	128.063	128.197	16.62	24.86	2013-05-01T22:30:00	128.502	128.531	128.324	
128.412	128.473	128.500	128.291	128.362	25.50	36.24	2013-05-01T22:00:00	128.659	
128.663	128.383	128.502	128.629	128.633	128.353	128.473	32.47	48.58	
2013-05-01T21:30:00	128.600	128.729	128.548	128.659	128.572	128.701	128.517	128.629	
50.76	58.93	2013-05-01T21:00:00	128.862	128.880	128.443	128.600	128.835	128.851	
128.409	128.572	62.51	62.41	2013-05-01T20:30:00	128.824	128.941	128.801	128.862	
128.797	128.913	128.772	128.835	63.51	62.41	2013-05-01T20:00:00	128.715	128.884	
128.708	128.824	128.683	128.854	128.677	128.797	61.20	66.87	2013-05-01T19:30:00	
128.734	128.735	128.615	128.715	128.704	128.707	128.584	128.683	62.53	
73.40	2013-05-01T19:00:00	128.795	128.825	128.699	128.734	128.764	128.795	128.669	
128.704	76.88	80.47	2013-05-01T18:30:00	128.770	128.872	128.725	128.795	128.738	
128.845	128.693	128.764	80.80	82.44	2013-05-01T18:00:00	128.774	128.793	128.660	
128.770	128.746	128.764	128.630	128.738	83.73	83.18	2013-05-01T17:30:00	128.692	
128.893	128.688	128.774	128.661	128.864	128.656	128.746	82.78	82.39	
2013-05-01T17:00:00	128.383	128.737	128.372	128.692	128.351	128.707	128.342	128.661	
83.02	83.67	2013-05-01T16:30:00	128.383	128.439	128.306	128.383	128.354	128.409	
128.280	128.351	81.37	84.35	2013-05-01T16:00:00	128.389	128.458	128.340	128.383	
128.361	128.426	128.308	128.354	86.60	84.90	2013-05-01T15:30:00	128.292	128.445	
128.268	128.389	128.265	128.415	128.240	128.361	85.08	78.39	2013-05-01T15:00:00	
128.196	128.321	128.186	128.292	128.164	128.291	128.154	128.265	83.03	
65.98	2013-05-01T14:30:00	128.201	128.243	128.150	128.196	128.172	128.213	128.119	
128.164	67.05	46.38	2013-05-01T14:00:00	128.103	128.246	128.062	128.201	128.074	
128.219	128.030	128.172	47.84	34.97	2013-05-01T13:30:00	128.052	128.121	128.039	
128.103	128.021	128.091	128.008	128.074	24.26	38.58	2013-05-01T13:00:00	128.029	
128.109	128.026	128.052	127.999	128.081	127.994	128.021	32.81	57.75	
2013-05-01T12:30:00	128.121	128.168	128.006	128.029	128.089	128.141	127.977	127.999	
58.68	72.82	2013-05-01T12:00:00	128.222	128.226	128.108	128.121	128.191	128.195	
128.076	128.089	81.77	73.36	2013-05-01T11:30:00	128.117	128.229	128.117	128.222	
128.090	128.201	128.090	128.191	78.02	58.48	2013-05-01T11:00:00	128.111	128.155	
128.060	128.117	128.079	128.123	128.028	128.090	60.29	41.06	2013-05-01T10:30:00	
128.069	128.186	128.038	128.111	128.039	128.156	128.010	128.079	37.12	
27.88	2013-05-01T10:00:00	127.985	128.187	127.870	128.069	127.953	128.155	127.840	
128.039	25.76	27.37	2013-05-01T09:30:00	128.091	128.159	127.947	127.985	128.063	
128.131	127.917	127.953	20.76	33.27	2013-05-01T09:00:00	128.109	128.134	128.026	
128.091	128.079	128.105	127.994	128.063	35.60	39.65	2013-05-01T08:30:00	128.276	
128.284	128.022	128.109	128.247	128.254	127.992	128.079	43.45	37.50	
2013-05-01T08:00:00	128.294	128.321	128.254	128.276	128.262	128.292	128.224	128.247	
