日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	MVA	2014-02-15T07:00:00	139.425	139.481	
110.113	110.191	110.435	2012-12-17T17:30:00	110.535	110.576	110.348	110.395	110.504	
110.550	110.319	110.368	110.489	2012-12-17T17:00:00	110.542	110.626	110.355	110.535	
110.518	110.598	110.324	110.504	110.533	2012-12-17T16:30:00	110.505	110.681	110.351	
110.542	110.476	110.653	110.321	110.518	110.565	2012-12-17T16:00:00	110.422	110.527	
110.337	110.505	110.395	110.499	110.306	110.476	110.576	2012-12-17T15:30:00	110.623	
110.626	110.422	110.422	110.592	110.603	110.393	110.395	110.579	2012-12-17T15:00:00	
110.602	110.626	110.538	110.623	110.573	110.599	110.508	110.592	110.597	
2012-12-17T14:30:00	110.700	110.702	110.576	110.602	110.671	110.675	110.546	110.573	
110.578	2012-12-17T14:00:00	110.760	110.808	110.685	110.700	110.729	110.784	110.655	
110.671	110.566	2012-12-17T13:30:00	110.624	110.807	110.588	110.760	110.594	110.779	
110.561	110.729	110.552	2012-12-17T13:00:00	110.529	110.627	110.501	110.624	110.501	
110.599	110.471	110.594	110.514	2012-12-17T12:30:00	110.547	110.563	110.476	110.529	
110.517	110.540	110.446	110.501	110.493	2012-12-17T12:00:00	110.488	110.563	110.432	
110.547	110.459	110.535	110.402	110.517	110.509	2012-12-17T11:30:00	110.518	110.556	
110.429	110.488	110.488	110.528	110.399	110.459	110.547	2012-12-17T11:00:00	110.601	
110.639	110.467	110.518	110.575	110.614	110.439	110.488	110.573	2012-12-17T10:30:00	
110.492	110.665	110.462	110.601	110.462	110.640	110.432	110.575	110.638	
2012-12-17T10:00:00	110.474	110.613	110.422	110.492	110.446	110.586	110.392	110.462	
110.687	2012-12-17T09:30:00	110.647	110.648	110.388	110.474	110.618	110.619	110.358	
110.446	110.601	2012-12-17T09:00:00	110.809	110.817	110.505	110.647	110.780	110.790	
110.477	110.618	110.509	2012-12-17T08:30:00	110.670	110.897	110.654	110.809	110.640	
110.868	110.621	110.780	110.401	2012-12-17T08:00:00	110.979	111.006	110.594	110.670	
110.945	110.955	110.563	110.640	110.267	2012-12-17T07:30:00	110.984	111.039	110.874	
110.979	110.917	110.999	110.824	110.945	110.147	2012-12-17T07:00:00	109.927	111.209	
109.927	110.984	109.858	111.157	109.858	110.917	109.975	2012-12-15T06:30:00	109.839	
109.956	109.836	109.927	109.805	109.909	109.799	109.858	109.821	2012-12-15T06:00:00	
109.886	109.896	109.807	109.839	109.859	109.870	109.773	109.805	109.819	
2012-12-15T05:30:00	109.871	109.909	109.837	109.886	109.844	109.881	109.808	109.859	
109.828	2012-12-15T05:00:00	109.821	109.877	109.815	109.871	109.802	109.851	109.785	
109.844	109.819	2012-12-15T04:30:00	109.764	109.821	109.748	109.821	109.738	109.802	
109.717	109.802	109.797	2012-12-15T04:00:00	109.872	109.888	109.764	109.764	109.842	
109.861	109.736	109.738	109.773	2012-12-15T03:30:00	109.876	109.896	109.833	109.872	
109.846	109.868	109.805	109.842	109.731	2012-12-15T03:00:00	109.895	109.899	109.761	
109.876	109.868	109.870	109.732	109.846	109.669	2012-12-15T02:30:00	109.822	109.898	
109.810	109.895	109.792	109.868	109.779	109.868	109.571	2012-12-15T02:00:00	109.718	
109.944	109.713	109.822	109.692	109.913	109.686	109.792	109.498	2012-12-15T01:30:00	
109.660	109.778	109.650	109.718	109.630	109.750	109.622	109.692	109.435	
2012-12-15T01:00:00	109.467	109.730	109.459	109.660	109.444	109.704	109.430	109.630	
109.397	2012-12-15T00:30:00	109.441	109.512	109.390	109.467	109.412	109.485	109.362	
109.444	109.379	2012-12-15T00:00:00	109.183	109.449	109.064	109.441	109.158	109.423	
109.037	109.412	109.405	2012-12-14T23:30:00	109.380	109.397	109.179	109.183	109.356	
109.370	109.153	109.158	109.445	2012-12-14T23:00:00	109.385	109.446	109.247	109.380	
109.355	109.418	109.219	109.356	109.527	2012-12-14T22:30:00	109.432	109.434	109.107	
109.385	109.422	109.422	109.080	109.355	109.549	2012-12-14T22:00:00	109.534	109.583	
109.377	109.432	109.503	109.555	109.338	109.422	109.574	2012-12-14T21:30:00	109.660	
109.661	109.456	109.534	109.632	109.632	109.425	109.503	109.607	2012-12-14T21:00:00	
109.714	109.728	109.609	109.660	109.690	109.702	109.581	109.632	109.620	
2012-12-14T20:30:00	109.762	109.764	109.590	109.714	109.731	109.735	109.562	109.690	
109.608	2012-12-14T20:00:00	109.539	109.846	109.535	109.762	109.509	109.816	109.508	
109.731	109.601	2012-12-14T19:30:00	109.564	109.593	109.414	109.539	109.534	109.565	
109.386	109.509	109.594	2012-12-14T19:00:00	109.684	109.686	109.534	109.564	109.653	
109.655	109.505	109.534	109.632	2012-12-14T18:30:00	109.619	109.717	109.614	109.684	
109.591	109.689	109.584	109.653	109.663	2012-12-14T18:00:00	109.582	109.771	109.522	
109.619	109.551	109.743	109.492	109.591	109.700	2012-12-14T17:30:00	109.668	109.706	
109.546	109.582	109.639	109.675	109.516	109.551	109.739	2012-12-14T17:00:00	109.703	
109.783	109.601	109.668	109.678	109.755	109.578	109.639	109.776	2012-12-14T16:30:00	
109.803	109.818	109.684	109.703	109.775	109.790	109.655	109.678	109.791	
2012-12-14T16:00:00	109.785	109.803	109.657	109.803	109.755	109.775	109.627	109.775	
109.797	2012-12-14T15:30:00	109.941	109.941	109.691	109.785	109.914	109.914	109.662	
109.755	109.802	2012-12-14T15:00:00	109.886	109.996	109.798	109.941	109.858	109.971	
109.770	109.914	109.800	2012-12-14T14:30:00	109.837	109.993	109.834	109.886	109.810	
109.968	109.806	109.858	109.761	2012-12-14T14:00:00	109.774	109.851	109.747	109.837	
109.745	109.824	109.719	109.810	109.725	2012-12-14T13:30:00	109.749	109.806	109.729	
109.774	109.720	109.780	109.701	109.745	109.679	2012-12-14T13:00:00	109.839	109.841	
109.702	109.749	109.810	109.812	109.674	109.720	109.629	2012-12-14T12:30:00	109.771	
109.847	109.771	109.839	109.744	109.819	109.744	109.810	109.580	2012-12-14T12:00:00	
109.671	109.846	109.671	109.771	109.642	109.814	109.641	109.744	109.506	
2012-12-14T11:30:00	109.630	109.673	109.593	109.671	109.602	109.643	109.564	109.642	
109.458	2012-12-14T11:00:00	109.515	109.644	109.515	109.630	109.488	109.619	109.488	
109.602	109.414	2012-12-14T10:30:00	109.429	109.537	109.429	109.515	109.400	109.509	
109.399	109.488	109.374	2012-12-14T10:00:00	109.407	109.496	109.368	109.429	109.375	
109.468	109.341	109.400	109.350	2012-12-14T09:30:00	109.317	109.435	109.288	109.407	
109.289	109.408	109.260	109.375	109.347	2012-12-14T09:00:00	109.438	109.439	109.309	
109.317	109.411	109.413	109.281	109.289	109.344	2012-12-14T08:30:00	109.361	109.452	
109.353	109.438	109.333	109.423	109.323	109.411	109.353	2012-12-14T08:00:00	109.357	
109.385	109.326	109.361	109.319	109.356	109.298	109.333	109.330	2012-12-14T07:30:00	
109.362	109.392	109.338	109.357	109.326	109.357	109.299	109.319	109.321	
2012-12-14T07:00:00	109.412	109.427	109.350	109.362	109.377	109.390	109.314	109.326	
109.317	2012-12-14T06:30:00	109.384	109.417	109.373	109.412	109.354	109.383	109.342	
109.377	109.308	2012-12-14T06:00:00	109.377	109.393	109.326	109.384	109.349	109.366	
109.301	109.354	109.284	2012-12-14T05:30:00	109.282	109.397	109.274	109.377	109.252	
109.367	109.246	109.349	109.244	2012-12-14T05:00:00	109.295	109.311	109.242	109.282	
109.267	109.282	109.212	109.252	109.217	2012-12-14T04:30:00	109.324	109.348	109.266	
109.295	109.294	109.317	109.239	109.267	109.215	2012-12-14T04:00:00	109.294	109.357	
109.257	109.324	109.264	109.330	109.228	109.294	109.222	2012-12-14T03:30:00	109.232	
109.295	109.169	109.294	109.206	109.265	109.140	109.264	109.239	2012-12-14T03:00:00	
109.110	109.273	109.104	109.232	109.079	109.248	109.079	109.206	109.258	
2012-12-14T02:30:00	109.180	109.198	109.079	109.110	109.154	109.171	109.050	109.079	
109.250	2012-12-14T02:00:00	109.267	109.273	109.049	109.180	109.238	109.247	109.019	
109.154	109.255	2012-12-14T01:30:00	109.347	109.384	109.260	109.267	109.317	109.357	
109.229	109.238	109.244	2012-12-14T01:00:00	109.443	109.443	109.251	109.347	109.416	
109.416	109.220	109.317	109.223	2012-12-14T00:30:00	109.421	109.465	109.358	109.443	
109.394	109.441	109.330	109.416	109.189	2012-12-14T00:00:00	109.181	109.453	109.152	
109.421	109.151	109.425	109.125	109.394	109.138	2012-12-13T23:30:00	109.144	109.266	
109.095	109.181	109.117	109.240	109.065	109.151	109.076	2012-12-13T23:00:00	109.099	
109.193	109.057	109.144	109.074	109.168	109.028	109.117	109.029	2012-12-13T22:30:00	
109.119	109.268	108.946	109.099	109.089	109.246	108.915	109.074	108.996	
2012-12-13T22:00:00	109.114	109.234	109.058	109.119	109.085	109.207	109.028	109.089	
108.948	2012-12-13T21:30:00	109.087	109.116	108.938	109.114	109.057	109.086	108.909	
109.085	108.916	2012-12-13T21:00:00	108.986	109.148	108.958	109.087	108.956	109.123	
108.929	109.057	108.888	2012-12-13T20:30:00	108.851	109.018	108.808	108.986	108.824	
108.991	108.780	108.956	108.872	2012-12-13T20:00:00	108.917	108.938	108.807	108.851	
108.889	108.913	108.778	108.824	108.928	2012-12-13T19:30:00	108.769	108.953	108.672	
108.917	108.738	108.930	108.643	108.889	108.993	2012-12-13T19:00:00	108.890	108.911	
108.706	108.769	108.860	108.881	108.679	108.738	109.072	2012-12-13T18:30:00	108.922	
108.940	108.656	108.890	108.893	108.910	108.625	108.860	109.177	2012-12-13T18:00:00	
108.971	109.130	108.891	108.922	108.947	109.104	108.861	108.893	109.248	
2012-12-13T17:30:00	109.372	109.374	108.873	108.971	109.344	109.346	108.844	108.947	
109.325	2012-12-13T17:00:00	109.308	109.436	109.144	109.372	109.283	109.407	109.116	
109.344	109.386	2012-12-13T16:30:00	109.463	109.464	109.288	109.308	109.436	109.436	
109.259	109.283	109.382	2012-12-13T16:00:00	109.506	109.554	109.441	109.463	109.478	
109.528	109.411	109.436	109.395	2012-12-13T15:30:00	109.379	109.506	109.322	109.506	
109.354	109.478	109.295	109.478	109.376	2012-12-13T15:00:00	109.464	109.470	109.379	
109.379	109.434	109.441	109.354	109.354	109.340	2012-12-13T14:30:00	109.406	109.475	
109.406	109.464	109.376	109.448	109.375	109.434	109.285	2012-12-13T14:00:00	109.342	
109.410	109.319	109.406	109.314	109.381	109.291	109.376	109.214	2012-12-13T13:30:00	
109.402	109.416	109.333	109.342	109.372	109.389	109.304	109.314	109.151	
2012-12-13T13:00:00	109.332	109.408	109.271	109.402	109.304	109.377	109.242	109.372	
109.096	2012-12-13T12:30:00	109.253	109.407	109.237	109.332	109.224	109.378	109.208	
109.304	109.038	2012-12-13T12:00:00	108.994	109.285	108.986	109.253	108.968	109.258	
108.957	109.224	108.978	2012-12-13T11:30:00	108.969	109.005	108.956	108.994	108.939	
108.980	108.927	108.968	108.906	2012-12-13T11:00:00	108.965	108.996	108.920	108.969	
108.937	108.969	108.891	108.939	108.868	2012-12-13T10:30:00	108.959	109.012	108.926	
108.965	108.930	108.985	108.896	108.937	108.836	2012-12-13T10:00:00	108.991	109.048	
108.926	108.959	108.964	109.022	108.898	108.930	108.801	2012-12-13T09:30:00	108.916	
108.996	108.887	108.991	108.886	108.968	108.857	108.964	108.788	2012-12-13T09:00:00	
108.751	108.973	108.725	108.916	108.721	108.945	108.699	108.886	108.753	
2012-12-13T08:30:00	108.732	108.783	108.711	108.751	108.702	108.755	108.685	108.721	
108.720	2012-12-13T08:00:00	108.752	108.760	108.673	108.732	108.714	108.731	108.645	
108.702	108.709	2012-12-13T07:30:00	108.723	108.773	108.694	108.752	108.688	108.728	
108.654	108.714	108.721	2012-12-13T07:00:00	108.879	108.879	108.715	108.723	108.843	
108.843	108.680	108.688	108.726	2012-12-13T06:30:00	108.745	108.886	108.743	108.879	
108.715	108.855	108.714	108.843	108.745	2012-12-13T06:00:00	108.682	108.747	108.682	
108.745	108.654	108.723	108.654	108.715	108.746	2012-12-13T05:30:00	108.674	108.727	
108.619	108.682	108.644	108.698	108.591	108.654	108.756	2012-12-13T05:00:00	108.822	
108.824	108.665	108.674	108.790	108.794	108.635	108.644	108.731	2012-12-13T04:30:00	
108.779	108.863	108.726	108.822	108.749	108.837	108.696	108.790	108.685	
2012-12-13T04:00:00	108.854	108.954	108.778	108.779	108.822	108.924	108.749	108.749	
108.639	2012-12-13T03:30:00	108.877	108.909	108.792	108.854	108.848	108.879	108.765	
108.822	108.550	2012-12-13T03:00:00	108.813	109.057	108.813	108.877	108.783	109.028	
108.783	108.848	108.447	2012-12-13T02:30:00	108.497	108.819	108.382	108.813	108.478	
108.790	108.347	108.783	108.329	2012-12-13T02:00:00	108.351	108.546	108.286	108.497	
108.325	108.519	108.256	108.478	108.228	2012-12-13T01:30:00	108.496	108.514	108.346	
108.351	108.467	108.490	108.322	108.325	108.166	2012-12-13T01:00:00	108.156	108.505	
108.124	108.496	108.128	108.475	108.096	108.467	108.127	2012-12-13T00:30:00	108.130	
108.161	108.059	108.156	108.100	108.134	108.031	108.128	108.075	2012-12-13T00:00:00	
108.051	108.156	108.026	108.130	108.023	108.130	107.997	108.100	108.061	
2012-12-12T23:30:00	108.102	108.107	108.015	108.051	108.074	108.078	107.986	108.023	
108.035	2012-12-12T23:00:00	108.073	108.122	108.051	108.102	108.044	108.096	108.021	
108.074	108.019	2012-12-12T22:30:00	108.082	108.125	108.029	108.073	108.054	108.098	
108.003	108.044	107.998	2012-12-12T22:00:00	108.129	108.173	108.045	108.082	108.101	
108.149	108.018	108.054	107.970	2012-12-12T21:30:00	108.063	108.217	108.059	108.129	
108.034	108.188	108.028	108.101	107.930	2012-12-12T21:00:00	107.947	108.076	107.933	
108.063	107.917	108.050	107.902	108.034	107.894	2012-12-12T20:30:00	107.942	107.969	
107.907	107.947	107.912	107.938	107.881	107.917	107.865	2012-12-12T20:00:00	107.956	
107.987	107.908	107.942	107.926	107.962	107.879	107.912	107.835	2012-12-12T19:30:00	
107.874	107.989	107.824	107.956	107.843	107.964	107.797	107.926	107.797	
2012-12-12T19:00:00	107.808	107.926	107.808	107.874	107.779	107.898	107.777	107.843	
107.740	2012-12-12T18:30:00	107.876	107.942	107.748	107.808	107.845	107.913	107.718	
107.779	107.702	2012-12-12T18:00:00	107.862	107.912	107.770	107.876	107.836	107.887	
107.742	107.845	107.652	2012-12-12T17:30:00	107.734	107.900	107.717	107.862	107.706	
107.872	107.688	107.836	107.595	2012-12-12T17:00:00	107.670	107.783	107.630	107.734	
107.641	107.753	107.602	107.706	107.537	2012-12-12T16:30:00	107.562	107.670	107.556	
107.670	107.533	107.642	107.528	107.641	107.488	2012-12-12T16:00:00	107.601	107.673	
107.553	107.562	107.573	107.647	107.526	107.533	107.456	2012-12-12T15:30:00	107.459	
107.631	107.456	107.601	107.432	107.603	107.428	107.573	107.445	2012-12-12T15:00:00	
107.474	107.490	107.435	107.459	107.446	107.461	107.406	107.432	107.420	
2012-12-12T14:30:00	107.452	107.507	107.451	107.474	107.425	107.479	107.423	107.446	
107.414	2012-12-12T14:00:00	107.393	107.462	107.393	107.452	107.365	107.437	107.365	
107.425	107.409	2012-12-12T13:30:00	107.449	107.480	107.393	107.393	107.418	107.451	
107.364	107.365	107.407	2012-12-12T13:00:00	107.481	107.513	107.412	107.449	107.453	
107.491	107.384	107.418	107.402	2012-12-12T12:30:00	107.428	107.521	107.387	107.481	
107.401	107.494	107.359	107.453	107.400	2012-12-12T12:00:00	107.419	107.444	107.394	
107.428	107.391	107.417	107.370	107.401	107.382	2012-12-12T11:30:00	107.436	107.447	
107.406	107.419	107.407	107.419	107.378	107.391	107.378	2012-12-12T11:00:00	107.439	
107.452	107.413	107.436	107.414	107.424	107.384	107.407	107.372	2012-12-12T10:30:00	
107.360	107.445	107.349	107.439	107.330	107.417	107.320	107.414	107.365	
2012-12-12T10:00:00	107.432	107.458	107.347	107.360	107.403	107.428	107.319	107.330	
107.346	2012-12-12T09:30:00	107.354	107.442	107.338	107.432	107.328	107.414	107.308	
107.403	107.341	2012-12-12T09:00:00	107.398	107.399	107.279	107.354	107.372	107.374	
107.251	107.328	107.329	2012-12-12T08:30:00	107.382	107.468	107.379	107.398	107.351	
107.441	107.350	107.372	107.327	2012-12-12T08:00:00	107.388	107.413	107.362	107.382	
107.356	107.385	107.334	107.351	107.309	2012-12-12T07:30:00	107.316	107.402	107.289	
107.388	107.279	107.371	107.259	107.356	107.296	2012-12-12T07:00:00	107.338	107.347	
107.284	107.316	107.301	107.306	107.240	107.279	107.292	2012-12-12T06:30:00	107.345	
107.404	107.320	107.338	107.314	107.374	107.288	107.301	107.297	2012-12-12T06:00:00	
107.348	107.367	107.333	107.345	107.317	107.338	107.301	107.314	107.291	
2012-12-12T05:30:00	107.275	107.388	107.275	107.348	107.245	107.359	107.244	107.317	
107.267	2012-12-12T05:00:00	107.290	107.304	107.230	107.275	107.261	107.274	107.200	
107.245	107.231	2012-12-12T04:30:00	107.358	107.358	107.280	107.290	107.326	107.328	
107.250	107.261	107.205	2012-12-12T04:00:00	107.346	107.440	107.345	107.358	107.317	
107.411	107.314	107.326	107.166	2012-12-12T03:30:00	107.281	107.414	107.268	107.346	
107.255	107.388	107.238	107.317	107.128	2012-12-12T03:00:00	107.177	107.289	107.176	
107.281	107.146	107.262	107.146	107.255	107.100	2012-12-12T02:30:00	107.091	107.193	
107.066	107.177	107.065	107.166	107.038	107.146	107.074	2012-12-12T02:00:00	107.094	
107.114	107.019	107.091	107.067	107.085	106.989	107.065	107.043	2012-12-12T01:30:00	
107.014	107.108	106.982	107.094	106.986	107.080	106.951	107.067	107.034	
2012-12-12T01:00:00	107.091	107.134	107.013	107.014	107.063	107.106	106.986	106.986	
107.033	2012-12-12T00:30:00	107.143	107.206	107.088	107.091	107.115	107.178	107.059	
107.063	107.042	2012-12-12T00:00:00	107.102	107.157	107.027	107.143	107.076	107.127	
106.997	107.115	107.050	2012-12-11T23:30:00	106.961	107.103	106.935	107.102	106.932	
107.077	106.908	107.076	107.052	2012-12-11T23:00:00	107.023	107.045	106.956	106.961	
106.996	107.018	106.930	106.932	107.036	2012-12-11T22:30:00	107.094	107.108	106.971	
107.023	107.064	107.080	106.942	106.996	107.034	2012-12-11T22:00:00	107.075	107.144	
107.013	107.094	107.046	107.116	106.986	107.064	107.032	2012-12-11T21:30:00	107.147	
107.147	107.067	107.075	107.121	107.121	107.038	107.046	107.009	2012-12-11T21:00:00	
107.156	107.200	107.108	107.147	107.129	107.178	107.079	107.121	106.978	
2012-12-11T20:30:00	106.990	107.220	106.966	107.156	106.961	107.193	106.940	107.129	
106.910	2012-12-11T20:00:00	106.952	107.040	106.914	106.990	106.923	107.011	106.889	
106.961	106.844	2012-12-11T19:30:00	107.012	107.096	106.926	106.952	106.983	107.073	
106.897	106.923	106.795	2012-12-11T19:00:00	106.942	107.050	106.940	107.012	106.901	
107.021	106.901	106.983	106.753	2012-12-11T18:30:00	106.858	106.947	106.843	106.942	
106.831	106.920	106.816	106.901	106.710	2012-12-11T18:00:00	106.669	106.858	106.659	
106.858	106.640	106.831	106.631	106.831	106.672	2012-12-11T17:30:00	106.696	106.717	
106.598	106.669	106.670	106.690	106.572	106.640	106.647	2012-12-11T17:00:00	106.643	
106.717	106.568	106.696	106.615	106.690	106.538	106.670	106.645	2012-12-11T16:30:00	
106.657	106.678	106.598	106.643	106.630	106.651	106.569	106.615	106.640	
2012-12-11T16:00:00	106.709	106.781	106.620	106.657	106.683	106.756	106.593	106.630	
106.652	2012-12-11T15:30:00	106.658	106.756	106.647	106.709	106.632	106.731	106.620	
106.683	106.635	2012-12-11T15:00:00	106.690	106.716	106.655	106.658	106.662	106.689	
106.627	106.632	106.623	2012-12-11T14:30:00	106.654	106.703	106.642	106.690	106.626	
106.676	106.614	106.662	106.619	2012-12-11T14:00:00	106.658	106.691	106.580	106.654	
106.630	106.665	106.553	106.626	106.605	2012-12-11T13:30:00	106.728	106.769	106.590	
106.658	106.700	106.742	106.560	106.630	106.591	2012-12-11T13:00:00	106.539	106.728	
106.493	106.728	106.513	106.702	106.466	106.700	106.585	2012-12-11T12:30:00	106.625	
106.628	106.500	106.539	106.598	106.605	106.473	106.513	106.574	2012-12-11T12:00:00	
106.630	106.630	106.599	106.625	106.604	106.604	106.571	106.598	106.593	
2012-12-11T11:30:00	106.591	106.653	106.584	106.630	106.563	106.627	106.557	106.604	
106.585	2012-12-11T11:00:00	106.559	106.622	106.557	106.591	106.531	106.600	106.530	
106.563	106.576	2012-12-11T10:30:00	106.607	106.625	106.527	106.559	106.583	106.601	
106.499	106.531	106.573	2012-12-11T10:00:00	106.650	106.675	106.607	106.607	106.625	
106.648	106.582	106.583	106.576	2012-12-11T09:30:00	106.674	106.709	106.647	106.650	
106.647	106.686	106.620	106.625	106.574	2012-12-11T09:00:00	106.571	106.749	106.571	
106.674	106.541	106.722	106.541	106.647	106.570	2012-12-11T08:30:00	106.571	106.591	
106.556	106.571	106.542	106.564	106.528	106.541	106.562	2012-12-11T08:00:00	106.584	
106.604	106.557	106.571	106.544	106.577	106.531	106.542	106.562	2012-12-11T07:30:00	
106.596	106.609	106.579	106.584	106.550	106.576	106.536	106.544	106.558	
2012-12-11T07:00:00	106.605	106.616	106.574	106.596	106.568	106.569	106.510	106.550	
106.550	2012-12-11T06:30:00	106.628	106.642	106.574	106.605	106.600	106.615	106.548	
106.568	106.548	2012-12-11T06:00:00	106.618	106.662	106.590	106.628	106.588	106.634	
106.560	106.600	106.552	2012-12-11T05:30:00	106.567	106.638	106.566	106.618	106.539	
106.610	106.536	106.588	106.549	2012-12-11T05:00:00	106.542	106.589	106.536	106.567	
106.514	106.560	106.506	106.539	106.548	2012-12-11T04:30:00	106.520	106.579	106.482	
106.542	106.492	106.551	106.454	106.514	106.541	2012-12-11T04:00:00	106.556	106.568	
106.514	106.520	106.537	106.540	106.487	106.492	106.541	2012-12-11T03:30:00	106.620	
106.642	106.556	106.556	106.591	106.615	106.534	106.537	106.530	2012-12-11T03:00:00	
106.612	106.630	106.565	106.620	106.584	106.602	106.535	106.591	106.501	
2012-12-11T02:30:00	106.604	106.634	106.596	106.612	106.576	106.606	106.567	106.584	
106.480	2012-12-11T02:00:00	106.517	106.615	106.503	106.604	106.490	106.589	106.474	
106.576	106.440	2012-12-11T01:30:00	106.541	106.550	106.501	106.517	106.514	106.523	
106.473	106.490	106.406	2012-12-11T01:00:00	106.441	106.579	106.383	106.541	106.415	
106.551	106.354	106.514	106.373	2012-12-11T00:30:00	106.366	106.489	106.366	106.441	
106.339	106.463	106.338	106.415	106.325	2012-12-11T00:00:00	106.469	106.492	106.318	
106.366	106.442	106.464	106.290	106.339	106.285	2012-12-10T23:30:00	106.332	106.490	
106.298	106.469	106.307	106.463	106.268	106.442	106.253	2012-12-10T23:00:00	106.360	
106.363	106.287	106.332	106.333	106.335	106.258	106.307	106.207	2012-12-10T22:30:00	
106.288	106.426	106.237	106.360	106.260	106.400	106.207	106.333	106.168	
2012-12-10T22:00:00	106.204	106.304	106.186	106.288	106.177	106.280	106.158	106.260	
106.122	2012-12-10T21:30:00	106.166	106.229	106.138	106.204	106.138	106.200	106.109	
106.177	106.099	2012-12-10T21:00:00	106.142	106.211	106.114	106.166	106.115	106.184	
106.084	106.138	106.103	2012-12-10T20:30:00	106.143	106.171	106.099	106.142	106.116	
106.142	106.069	106.115	106.118	2012-12-10T20:00:00	106.064	106.205	106.027	106.143	
106.039	106.177	105.998	106.116	106.139	2012-12-10T19:30:00	106.035	106.105	106.015	
106.064	106.009	106.077	105.986	106.039	106.152	2012-12-10T19:00:00	106.132	106.161	
105.992	106.035	106.102	106.136	105.964	106.009	106.178	2012-12-10T18:30:00	106.227	
106.273	106.126	106.132	106.199	106.245	106.097	106.102	106.233	2012-12-10T18:00:00	
106.273	106.288	106.169	106.227	106.247	106.261	106.144	106.199	106.270	
2012-12-10T17:30:00	106.288	106.346	106.196	106.273	106.260	106.319	106.168	106.247	
106.286	2012-12-10T17:00:00	106.235	106.442	106.214	106.288	106.207	106.416	106.185	
106.260	106.295	2012-12-10T16:30:00	106.251	106.264	106.148	106.235	106.223	106.237	
106.118	106.207	106.299	2012-12-10T16:00:00	106.419	106.450	106.203	106.251	106.391	
106.422	106.174	106.223	106.316	2012-12-10T15:30:00	106.386	106.489	106.384	106.419	
106.360	106.461	106.357	106.391	106.337	2012-12-10T15:00:00	106.339	106.427	106.320	
106.386	106.312	106.400	106.291	106.360	106.341	2012-12-10T14:30:00	106.339	106.418	
106.302	106.339	106.311	106.390	106.275	106.312	106.352	2012-12-10T14:00:00	106.318	
106.354	106.228	106.339	106.290	106.326	106.198	106.311	106.370	2012-12-10T13:30:00	
106.350	106.358	106.258	106.318	106.324	106.331	106.232	106.290	106.397	
2012-12-10T13:00:00	106.398	106.437	106.342	106.350	106.369	106.409	106.314	106.324	
106.428	2012-12-10T12:30:00	106.447	106.469	106.394	106.398	106.420	106.445	106.367	
106.369	106.454	2012-12-10T12:00:00	106.463	106.465	106.416	106.447	106.435	106.437	
106.387	106.420	106.484	2012-12-10T11:30:00	106.471	106.482	106.415	106.463	106.442	
106.457	106.389	106.435	106.503	2012-12-10T11:00:00	106.528	106.536	106.406	106.471	
106.500	106.508	106.380	106.442	106.514	2012-12-10T10:30:00	106.532	106.567	106.505	
106.528	106.507	106.540	106.477	106.500	106.509	2012-12-10T10:00:00	106.532	106.556	
106.445	106.532	106.507	106.529	106.416	106.507	106.499	2012-12-10T09:30:00	106.603	
106.604	106.531	106.532	106.580	106.580	106.503	106.507	106.517	2012-12-10T09:00:00	
106.578	106.650	106.514	106.603	106.551	106.624	106.487	106.580	106.528	
2012-12-10T08:30:00	106.533	106.648	106.487	106.578	106.509	106.620	106.459	106.551	
106.527	2012-12-10T08:00:00	106.452	106.549	106.444	106.533	106.406	106.519	106.406	
106.509	106.520	2012-12-10T07:30:00	106.461	106.511	106.432	106.452	106.430	106.474	
106.394	106.406	106.517	2012-12-10T07:00:00	106.681	106.681	106.384	106.461	106.637	
106.637	106.330	106.430	106.529	2012-12-08T06:30:00	106.611	106.681	106.602	106.681	
106.580	106.641	106.564	106.637	106.532	2012-12-08T06:00:00	106.603	106.635	106.579	
106.611	106.573	106.601	106.549	106.580	106.518	2012-12-08T05:30:00	106.530	106.619	
106.530	106.603	106.503	106.590	106.502	106.573	106.512	2012-12-08T05:00:00	106.522	
106.561	106.486	106.530	106.492	106.533	106.457	106.503	106.518	2012-12-08T04:30:00	
106.516	106.575	106.516	106.522	106.486	106.547	106.486	106.492	106.531	
2012-12-08T04:00:00	106.484	106.518	106.451	106.516	106.454	106.489	106.421	106.486	
106.543	2012-12-08T03:30:00	106.563	106.572	106.481	106.484	106.536	106.544	106.452	
106.454	106.542	2012-12-08T03:00:00	106.568	106.575	106.526	106.563	106.539	106.545	
106.499	106.536	106.548	2012-12-08T02:30:00	106.647	106.647	106.542	106.568	106.617	
106.617	106.514	106.539	106.554	2012-12-08T02:00:00	106.620	106.665	106.565	106.647	
106.592	106.637	106.535	106.617	106.577	2012-12-08T01:30:00	106.605	106.675	106.537	
106.620	106.578	106.647	106.508	106.592	106.586	2012-12-08T01:00:00	106.504	106.683	
106.345	106.605	106.477	106.655	106.319	106.578	106.544	2012-12-08T00:30:00	106.519	
106.655	106.369	106.504	106.494	106.627	106.342	106.477	106.493	2012-12-08T00:00:00	
